2021-11-18-23.39.31,0
2021-11-18-23.40.30,0
2021-11-18-23.41.29,0
2021-11-18-23.42.28,0
2021-11-18-23.43.27,0
2021-11-18-23.44.26,5
2021-11-18-23.45.26,0
2021-11-18-23.46.25,0
2021-11-18-23.47.24,1
2021-11-18-23.48.24,0
2021-11-18-23.49.23,0
2021-11-18-23.50.22,0
2021-11-18-23.51.22,0
2021-11-18-23.52.21,0
2021-11-18-23.53.20,0
2021-11-18-23.54.19,16
2021-11-18-23.55.19,0
2021-11-18-23.56.18,0
2021-11-18-23.57.17,0
2021-11-18-23.58.16,0
2021-11-18-23.59.15,0
2021-11-19-00.00.14,0
2021-11-19-00.01.13,0
2021-11-19-00.02.12,0
2021-11-19-00.03.11,0
2021-11-19-00.04.10,0
2021-11-19-00.05.09,0
2021-11-19-00.06.08,0
2021-11-19-00.07.07,0
2021-11-19-00.08.06,0
2021-11-19-00.09.05,0
2021-11-19-00.10.04,0
2021-11-19-00.11.03,0
2021-11-19-00.12.02,0
2021-11-19-00.13.01,0
2021-11-19-00.14.00,0
2021-11-19-00.14.59,3
2021-11-19-00.15.59,0
2021-11-19-00.16.58,0
2021-11-19-00.17.57,0
2021-11-19-00.18.56,0
2021-11-19-00.19.55,0
2021-11-19-00.20.54,0
2021-11-19-00.21.53,0
2021-11-19-00.22.52,0
2021-11-19-00.23.51,0
2021-11-19-00.24.51,0
2021-11-19-00.25.50,0
2021-11-19-00.26.49,0
2021-11-19-00.27.48,0
2021-11-19-00.28.47,0
2021-11-19-00.29.46,0
2021-11-19-00.30.45,0
2021-11-19-00.31.44,0
2021-11-19-00.32.43,0
2021-11-19-00.33.42,0
2021-11-19-00.34.41,0
2021-11-19-00.35.40,0
2021-11-19-00.36.39,6
2021-11-19-00.37.39,0
2021-11-19-00.38.38,0
2021-11-19-00.39.37,0
2021-11-19-00.40.36,0
2021-11-19-00.41.35,0
2021-11-19-00.42.34,0
2021-11-19-00.43.33,16
2021-11-19-00.44.33,1
2021-11-19-00.45.33,0
2021-11-19-00.46.32,0
2021-11-19-00.47.31,0
2021-11-19-00.48.30,0
2021-11-19-00.49.29,0
2021-11-19-00.50.28,0
2021-11-19-00.51.27,0
2021-11-19-00.52.26,0
2021-11-19-00.53.25,0
2021-11-19-00.54.24,0
2021-11-19-00.55.23,0
2021-11-19-00.56.22,0
2021-11-19-00.57.21,6
2021-11-19-00.58.22,0
2021-11-19-00.59.21,0
2021-11-19-01.00.20,0
2021-11-19-01.01.19,0
2021-11-19-01.02.18,0
2021-11-19-01.03.17,0
2021-11-19-01.04.16,0
2021-11-19-01.05.15,0
2021-11-19-01.06.14,0
2021-11-19-01.07.13,0
2021-11-19-01.08.12,0
2021-11-19-01.09.11,0
2021-11-19-01.10.10,0
2021-11-19-01.11.09,0
2021-11-19-01.12.08,0
